network,image,epsilon,is_valid,is_verified,layers_with_linear_solver,time
9_100,img0,0.02,True,False,"[True, True, True, True, False, True, False, True, False]",19.62241244316101
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, True, True]",72.73273515701294
9_100,img0,0.02,True,False,"[True, True, True, True, True, True, True, False, True]",57.1740825176239
9_100,img0,0.02,True,False,"[True, True, True, True, True, True, True, False, True]",77.37533473968506
9_100,img0,0.02,True,False,"[True, True, True, True, True, True, True, False, True]",92.11970114707947
9_100,img0,0.02,True,False,"[True, True, True, True, True, True, True, False, True]",109.79788708686829
9_100,img0,0.02,True,False,"[True, True, True, True, True, True, True, False, True]",110.66702914237976
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, True, False]",148.92239212989807
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, True, True]",166.0069706439972
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, False, True]",131.25601863861084
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, False, True]",77.59468579292297
9_100,img0,0.02,True,True,"[True, True, True, True, True, True, True, False, True]",96.92762160301208
9_200,img0,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",61.78759169578552
9_200,img0,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",47.362929582595825
9_200,img10,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",15.014633893966675
9_200,img11,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",86.04379153251648
9_200,img12,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",43.70896005630493
9_200,img13,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",14.076683044433594
9_200,img14,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",81.97563910484314
9_200,img15,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",632.6872189044952
9_200,img16,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",46.00823950767517
9_200,img17,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",33.43346905708313
9_200,img18,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",1420.3815433979034
9_200,img19,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",89.75750637054443
9_200,img1,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",33.83952569961548
9_200,img20,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",30.28288698196411
9_200,img21,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",51.33741021156311
9_200,img22,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",48.21753644943237
9_200,img23,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",48.53919053077698
9_200,img24,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",1134.6743443012238
9_200,img25,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",11.022444486618042
9_200,img26,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",83.12092351913452
9_200,img0,0.01,True,True,"[True, True, True, True, True, True, True, False, False]",39.92913460731506
9_200,img0,0.01,True,False,"[True, False, False, False, False, False, False, False, False]",8.47968602180481
9_200,img0,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",35.600138425827026
9_200,img0,0.1,True,False,"[True, False, False, False, False, False, False, False, False]",53.128763914108276
9_200,img0,0.005,True,True,"[True, True, True, True, True, True, True, False, True]",17.145638942718506
4_1024,img0,0.005,True,False,"[True, False, True, False]",298.9147617816925
4_1024,img0,0.001,True,True,"[True, False, True, False]",87.67988300323486
9_200,img0,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",28.8819797039032
9_200,img10,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",11.644585132598877
9_200,img11,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",76.15680694580078
9_200,img12,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",36.39076375961304
9_200,img13,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",10.92940616607666
9_200,img14,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",64.50733852386475
9_200,img15,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",488.6941628456116
9_200,img16,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",37.92526054382324
9_200,img17,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",25.993728160858154
9_200,img18,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",1167.3240206241608
9_200,img19,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",74.90057945251465
9_200,img1,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",27.137714862823486
9_200,img20,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",24.633448362350464
9_200,img21,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",42.08678984642029
9_200,img22,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",41.073890924453735
9_200,img23,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",38.69439172744751
9_200,img24,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",891.7195916175842
9_200,img25,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",7.335686206817627
9_200,img26,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",62.664259910583496
9_200,img27,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",82.64560651779175
9_200,img28,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",8.649908065795898
9_200,img29,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",897.727641582489
9_200,img2,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",836.1132040023804
9_200,img30,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",29.700058460235596
9_200,img31,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",663.6953070163727
9_200,img32,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",41.86408615112305
9_200,img33,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",345.96625423431396
9_200,img34,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",34.437408685684204
9_200,img35,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",16.605416774749756
9_200,img36,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",158.4802451133728
9_200,img37,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",209.24442768096924
9_200,img38,0.01,False,False,"[True, True, True, True, True, True, True, False, True]",9.822845458984375e-05
9_200,img39,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",50.540069818496704
9_200,img3,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",14.576608419418335
9_200,img40,0.01,True,False,"[True, True, True, True, False, False, False, False, False]",272.6425154209137
9_200,img41,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",51.77214574813843
9_200,img42,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",80.90714406967163
9_200,img43,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",582.5085797309875
9_200,img44,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",92.41999387741089
9_200,img45,0.01,True,False,"[True, True, True, True, True, True, False, False, False]",756.5051839351654
9_200,img46,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",280.8931574821472
9_200,img47,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",177.13408374786377
9_200,img48,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",42.92099356651306
9_200,img49,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",78.9069435596466
9_200,img4,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",409.17178988456726
9_200,img50,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",30.97326135635376
9_200,img51,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",64.84020757675171
9_200,img52,0.01,True,False,"[True, True, True, True, True, True, False, False, False]",797.3042104244232
9_200,img53,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",624.5410449504852
9_200,img54,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",28.18305993080139
9_200,img55,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",17.679002285003662
9_200,img56,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",26.880674839019775
9_200,img57,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",1798.6365041732788
9_200,img58,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",76.35261726379395
9_200,img59,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",1400.511837720871
9_200,img5,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",302.56779742240906
9_200,img60,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",15.157684564590454
9_200,img61,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",95.0655505657196
9_200,img62,0.01,True,False,"[True, True, True, True, False, False, False, False, False]",265.84622073173523
9_200,img63,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",57.029014587402344
9_200,img64,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",42.56552863121033
9_200,img65,0.01,True,False,"[True, True, True, True, False, False, False, False, False]",144.38356232643127
9_200,img66,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",152.02757120132446
9_200,img67,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",173.25047874450684
9_200,img68,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",7.993757247924805
9_200,img69,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",22.490909576416016
9_200,img6,0.01,True,False,"[True, True, True, True, True, True, True, False, False]",962.3404905796051
9_200,img70,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",25.933916568756104
9_200,img71,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",5.978251218795776
9_200,img72,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",25.840646505355835
9_200,img73,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",58.03016781806946
9_200,img74,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",183.204820394516
9_200,img75,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",30.02435564994812
9_200,img76,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",42.35928988456726
9_200,img77,0.01,True,False,"[True, True, True, True, True, True, False, False, False]",457.8853557109833
9_200,img78,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",123.69256234169006
9_200,img79,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",8.430262088775635
9_200,img7,0.01,True,False,"[True, True, True, True, True, True, False, False, False]",469.9584746360779
9_200,img80,0.01,False,False,"[True, True, True, True, True, True, True, False, True]",1.9311904907226562e-05
9_200,img81,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",93.95766878128052
9_200,img82,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",9.559382677078247
9_200,img83,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",22.326698780059814
9_200,img84,0.01,True,False,"[True, True, True, True, True, False, False, False, False]",301.384033203125
9_200,img85,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",71.0631172657013
9_200,img86,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",15.082513332366943
9_200,img87,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",117.17534351348877
9_200,img88,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",23.5536208152771
9_200,img89,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",365.3524684906006
9_200,img8,0.01,False,False,"[True, True, True, True, True, True, True, False, True]",2.2411346435546875e-05
9_200,img90,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",19.57044267654419
9_200,img91,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",13.929448366165161
9_200,img92,0.01,True,False,"[True, True, True, True, False, False, False, False, False]",171.04700660705566
9_200,img93,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",13.749814987182617
9_200,img94,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",207.33268284797668
9_200,img95,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",105.09523892402649
9_200,img96,0.01,True,False,"[True, True, True, True, False, False, False, False, False]",181.74640011787415
9_200,img97,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",116.74917244911194
9_200,img98,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",412.28934931755066
9_200,img99,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",26.102500677108765
9_200,img9,0.01,True,True,"[True, True, True, True, True, True, True, False, True]",12.079801321029663
9_200,img26,0.01,True,True,"[True, True, True, True, True, True, True, True, True]",120.71735644340515
9_200,img1,0.01,True,True,"[True, True, True, True, True, True, True, True, True]",60.79492902755737
9_200,img26,0.01,True,False,"[True, True, True, True, True, True, True, False, True]",114.8781385421753
9_200,img26,0.01,True,True,"[True, True, True, True, True, True, True, True, False]",117.95288348197937
9_200,img1,0.01,True,True,"[True, True, True, True, True, True, True, True, False]",53.56448984146118
